Timedate,Max,Mean,Min
21.8.20:00,1510.0,1279.8181818181818,1035.0
21.8.21:00,1443.0,1230.0,1012.0
21.8.22:00,1368.0,1177.909090909091,971.0
21.8.23:00,1306.0,1145.7272727272727,961.0
21.9.00:00,1461.0,1150.909090909091,940.0
21.9.01:00,1450.0,1141.1818181818182,935.0
21.9.02:00,1470.0,1147.2727272727273,934.0
21.9.03:00,1509.0,1170.3636363636363,936.0
21.9.04:00,1592.0,1247.2727272727273,960.0
21.9.05:00,1861.0,1440.909090909091,1000.0
21.9.06:00,2085.0,1613.090909090909,1013.0
21.9.07:00,2174.0,1692.0,1060.0
21.9.08:00,2190.0,1708.5454545454545,1106.0
21.9.09:00,2031.0,1698.909090909091,1159.0
21.9.10:00,2042.0,1694.7272727272727,1164.0
21.9.11:00,2001.0,1663.1818181818182,1156.0
21.9.12:00,2022.0,1660.0,1158.0
21.9.13:00,1981.0,1621.6363636363637,1147.0
21.9.14:00,1925.0,1573.8181818181818,1102.0
21.9.15:00,1774.0,1478.3636363636363,1101.0
21.9.16:00,1689.0,1427.6363636363637,1091.0
21.9.17:00,1637.0,1370.1818181818182,1059.0
21.9.18:00,1630.0,1368.2727272727273,1079.0
21.9.19:00,1567.0,1329.090909090909,1057.0
21.9.20:00,1499.0,1270.6363636363637,1001.0
21.9.21:00,1428.0,1214.2727272727273,987.0
21.9.22:00,1342.0,1164.090909090909,963.0
21.9.23:00,1299.0,1133.1818181818182,935.0
22.1.00:00,1497.0,1337.1818181818182,1187.0
22.1.01:00,1477.0,1319.1818181818182,1163.0
22.1.02:00,1454.0,1307.8181818181818,1154.0
22.1.03:00,1460.0,1309.4545454545455,1161.0
22.1.04:00,1481.0,1327.4545454545455,1165.0
22.1.05:00,1586.0,1413.1818181818182,1178.0
22.1.06:00,1844.0,1606.0,1218.0
22.1.07:00,2149.0,1823.4545454545455,1275.0
22.1.08:00,2256.0,1886.3636363636363,1302.0
22.1.09:00,2232.0,1881.909090909091,1321.0
22.1.10:00,2286.0,1921.8181818181818,1359.0
22.1.11:00,2277.0,1912.090909090909,1380.0
22.1.12:00,2228.0,1874.8181818181818,1388.0
22.1.13:00,2262.0,1875.8181818181818,1384.0
22.1.14:00,2208.0,1842.909090909091,1377.0
22.1.15:00,2174.0,1815.7272727272727,1388.0
22.1.16:00,2057.0,1737.0,1395.0
22.1.17:00,1994.0,1685.2727272727273,1379.0
22.1.18:00,1908.0,1624.6363636363637,1372.0
22.1.19:00,1851.0,1579.4545454545455,1353.0
22.1.20:00,1799.0,1529.8181818181818,1341.0
22.1.21:00,1723.0,1467.3636363636363,1299.0
22.1.22:00,1635.0,1401.5454545454545,1230.0
22.1.23:00,1569.0,1354.090909090909,1178.0
22.10.00:00,1209.0,1154.909090909091,1055.0
22.10.01:00,1209.0,1146.2727272727273,1042.0
22.10.02:00,1220.0,1153.3636363636363,1032.0
22.10.03:00,1237.0,1175.3636363636363,1044.0
22.10.04:00,1330.0,1250.0,1063.0
22.10.05:00,1597.0,1448.4545454545455,1085.0
22.10.06:00,1867.0,1651.8181818181818,1162.0
22.10.07:00,1979.0,1707.3636363636363,1167.0
22.10.08:00,1972.0,1721.6363636363637,1224.0
22.10.09:00,2021.0,1753.2727272727273,1247.0
22.10.10:00,2029.0,1751.2727272727273,1276.0
22.10.11:00,1975.0,1711.8181818181818,1288.0
22.10.12:00,2016.0,1720.0,1283.0
22.10.13:00,1998.0,1697.090909090909,1274.0
22.10.14:00,1955.0,1661.090909090909,1248.0
22.10.15:00,1794.0,1560.5454545454545,1225.0
22.10.16:00,1710.0,1514.6363636363637,1220.0
22.10.17:00,1672.0,1489.1818181818182,1202.0
22.10.18:00,1621.0,1449.2727272727273,1174.0
22.10.19:00,1561.0,1394.6363636363637,1149.0
22.10.20:00,1497.0,1333.0,1109.0
22.10.21:00,1414.0,1273.2727272727273,1077.0
22.10.22:00,1341.0,1219.7272727272727,1084.0
22.10.23:00,1280.0,1186.7272727272727,1090.0
22.11.00:00,1464.0,1265.909090909091,1089.0
22.11.01:00,1439.0,1245.0,1069.0
22.11.02:00,1427.0,1230.4545454545455,1076.0
22.11.03:00,1429.0,1234.4545454545455,1062.0
22.11.04:00,1448.0,1258.090909090909,1079.0
22.11.05:00,1558.0,1336.0,1096.0
22.11.06:00,1787.0,1537.6363636363637,1156.0
22.11.07:00,2038.0,1741.7272727272727,1214.0
22.11.08:00,2135.0,1805.7272727272727,1230.0
22.11.09:00,2119.0,1808.909090909091,1231.0
22.11.10:00,2155.0,1837.8181818181818,1265.0
22.11.11:00,2141.0,1834.0,1287.0
22.11.12:00,2073.0,1809.4545454545455,1294.0
22.11.13:00,2098.0,1804.3636363636363,1300.0
22.11.14:00,2066.0,1778.8181818181818,1300.0
22.11.15:00,2035.0,1762.1818181818182,1317.0
22.11.16:00,1950.0,1696.090909090909,1348.0
22.11.17:00,1898.0,1627.7272727272727,1320.0
22.11.18:00,1779.0,1552.1818181818182,1263.0
22.11.19:00,1726.0,1500.1818181818182,1236.0
22.11.20:00,1631.0,1449.7272727272727,1198.0
22.11.21:00,1561.0,1391.7272727272727,1166.0
22.11.22:00,1490.0,1333.4545454545455,1117.0
22.11.23:00,1415.0,1284.0,1073.0
22.12.00:00,1470.0,1240.909090909091,1051.0
22.12.01:00,1438.0,1220.5454545454545,1015.0
22.12.02:00,1434.0,1215.6363636363637,995.0
22.12.03:00,1425.0,1211.8181818181818,997.0
22.12.04:00,1456.0,1231.909090909091,993.0
22.12.05:00,1551.0,1297.3636363636363,1011.0
22.12.06:00,1778.0,1454.0,1061.0
22.12.07:00,1991.0,1623.6363636363637,1132.0
22.12.08:00,2065.0,1683.090909090909,1160.0
22.12.09:00,2050.0,1665.7272727272727,1175.0
22.12.10:00,2076.0,1696.090909090909,1234.0
22.12.11:00,2038.0,1675.4545454545455,1224.0
22.12.12:00,2029.0,1648.1818181818182,1227.0
22.12.13:00,2022.0,1640.090909090909,1225.0
22.12.14:00,1995.0,1616.2727272727273,1214.0
22.12.15:00,1978.0,1608.909090909091,1238.0
22.12.16:00,1885.0,1559.5454545454545,1251.0
22.12.17:00,1801.0,1508.0,1254.0
22.12.18:00,1731.0,1453.0,1239.0
22.12.19:00,1656.0,1400.5454545454545,1220.0
22.12.20:00,1603.0,1354.0,1183.0
22.12.21:00,1543.0,1294.1818181818182,1146.0
22.12.22:00,1429.0,1230.3636363636363,1114.0
22.12.23:00,1362.0,1182.3636363636363,1091.0
22.2.00:00,1545.0,1323.5454545454545,1141.0
22.2.01:00,1530.0,1301.3636363636363,1129.0
22.2.02:00,1514.0,1295.5454545454545,1118.0
22.2.03:00,1514.0,1301.3636363636363,1124.0
22.2.04:00,1533.0,1322.909090909091,1133.0
22.2.05:00,1680.0,1413.3636363636363,1142.0
22.2.06:00,1933.0,1605.0,1207.0
22.2.07:00,2167.0,1785.0,1235.0
22.2.08:00,2232.0,1838.1818181818182,1253.0
22.2.09:00,2232.0,1840.2727272727273,1262.0
22.2.10:00,2269.0,1867.5454545454545,1315.0
22.2.11:00,2253.0,1855.2727272727273,1313.0
22.2.12:00,2190.0,1823.2727272727273,1346.0
22.2.13:00,2213.0,1821.6363636363637,1340.0
22.2.14:00,2180.0,1787.6363636363637,1311.0
22.2.15:00,2160.0,1759.2727272727273,1294.0
22.2.16:00,2025.0,1669.5454545454545,1272.0
22.2.17:00,1982.0,1641.5454545454545,1258.0
22.2.18:00,1964.0,1611.6363636363637,1261.0
22.2.19:00,1867.0,1553.090909090909,1214.0
22.2.20:00,1819.0,1506.090909090909,1216.0
22.2.21:00,1719.0,1444.7272727272727,1185.0
22.2.22:00,1632.0,1386.2727272727273,1145.0
22.2.23:00,1568.0,1340.1818181818182,1118.0
22.3.00:00,1497.0,1296.4545454545455,1135.0
22.3.01:00,1472.0,1276.7272727272727,1120.0
22.3.02:00,1472.0,1269.7272727272727,1119.0
22.3.03:00,1477.0,1281.7272727272727,1127.0
22.3.04:00,1514.0,1303.4545454545455,1136.0
22.3.05:00,1591.0,1385.5454545454545,1144.0
22.3.06:00,1867.0,1546.090909090909,1172.0
22.3.07:00,2155.0,1736.2727272727273,1206.0
22.3.08:00,2273.0,1798.1818181818182,1197.0
22.3.09:00,2272.0,1802.2727272727273,1228.0
22.3.10:00,2310.0,1826.909090909091,1250.0
22.3.11:00,2287.0,1811.7272727272727,1244.0
22.3.12:00,2247.0,1774.0,1253.0
22.3.13:00,2256.0,1770.3636363636363,1243.0
22.3.14:00,2227.0,1736.6363636363637,1236.0
22.3.15:00,2185.0,1692.4545454545455,1208.0
22.3.16:00,2053.0,1602.4545454545455,1192.0
22.3.17:00,1966.0,1554.0,1174.0
22.3.18:00,1874.0,1530.4545454545455,1180.0
22.3.19:00,1853.0,1519.4545454545455,1181.0
22.3.20:00,1797.0,1475.090909090909,1171.0
22.3.21:00,1704.0,1414.8181818181818,1130.0
22.3.22:00,1606.0,1360.6363636363637,1110.0
22.3.23:00,1541.0,1307.5454545454545,1080.0
22.4.00:00,1283.0,1116.8181818181818,878.0
22.4.01:00,1277.0,1114.3636363636363,888.0
22.4.02:00,1273.0,1124.5454545454545,907.0
22.4.03:00,1289.0,1142.3636363636363,923.0
22.4.04:00,1400.0,1203.5454545454545,953.0
22.4.05:00,1625.0,1335.4545454545455,1009.0
22.4.06:00,1838.0,1491.1818181818182,1065.0
22.4.07:00,1908.0,1549.4545454545455,1066.0
22.4.08:00,1899.0,1554.3636363636363,1089.0
22.4.09:00,1947.0,1586.090909090909,1127.0
22.4.10:00,1926.0,1582.090909090909,1135.0
22.4.11:00,1886.0,1551.090909090909,1115.0
22.4.12:00,1918.0,1548.090909090909,1117.0
22.4.13:00,1879.0,1524.909090909091,1109.0
22.4.14:00,1820.0,1492.8181818181818,1074.0
22.4.15:00,1663.0,1411.4545454545455,1076.0
22.4.16:00,1572.0,1353.7272727272727,1042.0
22.4.17:00,1495.0,1310.0,1035.0
22.4.18:00,1458.0,1288.0,1025.0
22.4.19:00,1440.0,1284.7272727272727,1028.0
22.4.20:00,1421.0,1272.2727272727273,1045.0
22.4.21:00,1359.0,1220.8181818181818,1006.0
22.4.22:00,1293.0,1183.2727272727273,994.0
22.4.23:00,1272.0,1145.090909090909,987.0
22.5.00:00,1221.0,1090.090909090909,889.0
22.5.01:00,1187.0,1076.2727272727273,883.0
22.5.02:00,1189.0,1080.3636363636363,886.0
22.5.03:00,1202.0,1084.3636363636363,898.0
22.5.04:00,1275.0,1133.3636363636363,937.0
22.5.05:00,1501.0,1302.4545454545455,995.0
22.5.06:00,1763.0,1481.7272727272727,1042.0
22.5.07:00,1875.0,1558.2727272727273,1073.0
22.5.08:00,1910.0,1574.5454545454545,1115.0
22.5.09:00,1959.0,1618.6363636363637,1145.0
22.5.10:00,1960.0,1621.909090909091,1152.0
22.5.11:00,1940.0,1602.909090909091,1145.0
22.5.12:00,1970.0,1606.1818181818182,1116.0
22.5.13:00,1931.0,1577.090909090909,1113.0
22.5.14:00,1893.0,1544.1818181818182,1107.0
22.5.15:00,1752.0,1449.3636363636363,1102.0
22.5.16:00,1650.0,1391.6363636363637,1090.0
22.5.17:00,1557.0,1336.3636363636363,1053.0
22.5.18:00,1494.0,1298.909090909091,1017.0
22.5.19:00,1435.0,1257.6363636363637,991.0
22.5.20:00,1386.0,1228.8181818181818,982.0
22.5.21:00,1353.0,1204.6363636363637,954.0
22.5.22:00,1269.0,1147.909090909091,919.0
22.5.23:00,1236.0,1113.909090909091,895.0
22.6.00:00,1289.0,1042.090909090909,825.0
22.6.01:00,1272.0,1025.4545454545455,817.0
22.6.02:00,1270.0,1027.0,813.0
22.6.03:00,1270.0,1020.3636363636364,792.0
22.6.04:00,1353.0,1062.3636363636363,794.0
22.6.05:00,1593.0,1205.8181818181818,819.0
22.6.06:00,1834.0,1353.1818181818182,857.0
22.6.07:00,1922.0,1419.4545454545455,900.0
22.6.08:00,1922.0,1429.090909090909,932.0
22.6.09:00,1964.0,1468.1818181818182,951.0
22.6.10:00,1986.0,1479.6363636363637,967.0
22.6.11:00,1971.0,1458.7272727272727,968.0
22.6.12:00,1994.0,1466.090909090909,968.0
22.6.13:00,1987.0,1447.7272727272727,965.0
22.6.14:00,1942.0,1424.6363636363637,972.0
22.6.15:00,1807.0,1353.2727272727273,967.0
22.6.16:00,1694.0,1291.6363636363637,958.0
22.6.17:00,1607.0,1239.6363636363637,955.0
22.6.18:00,1573.0,1205.8181818181818,926.0
22.6.19:00,1519.0,1174.8181818181818,926.0
22.6.20:00,1460.0,1142.909090909091,918.0
22.6.21:00,1422.0,1132.8181818181818,916.0
22.6.22:00,1363.0,1095.6363636363637,895.0
22.6.23:00,1320.0,1059.2727272727273,861.0
22.7.00:00,1016.0,910.0,772.0
22.7.01:00,1010.0,901.7272727272727,765.0
22.7.02:00,1008.0,898.3636363636364,768.0
22.7.03:00,1018.0,897.5454545454545,775.0
22.7.04:00,1052.0,920.0,824.0
22.7.05:00,1184.0,1018.3636363636364,885.0
22.7.06:00,1330.0,1136.2727272727273,944.0
22.7.07:00,1399.0,1202.090909090909,987.0
22.7.08:00,1425.0,1239.7272727272727,1026.0
22.7.09:00,1452.0,1277.090909090909,1064.0
22.7.10:00,1457.0,1281.6363636363637,1064.0
22.7.11:00,1447.0,1276.3636363636363,1074.0
22.7.12:00,1466.0,1285.0,1055.0
22.7.13:00,1447.0,1273.2727272727273,1050.0
22.7.14:00,1421.0,1254.1818181818182,1029.0
22.7.15:00,1357.0,1203.909090909091,1009.0
22.7.16:00,1303.0,1164.1818181818182,998.0
22.7.17:00,1242.0,1120.4545454545455,969.0
22.7.18:00,1188.0,1084.1818181818182,950.0
22.7.19:00,1124.0,1045.0,930.0
22.7.20:00,1082.0,1017.8181818181819,915.0
22.7.21:00,1063.0,1000.0909090909091,916.0
22.7.22:00,1021.0,959.7272727272727,887.0
22.7.23:00,1002.0,931.5454545454545,856.0
22.8.00:00,1290.0,1127.6363636363637,947.0
22.8.01:00,1272.0,1112.8181818181818,937.0
22.8.02:00,1283.0,1113.2727272727273,945.0
22.8.03:00,1286.0,1132.3636363636363,956.0
22.8.04:00,1384.0,1203.1818181818182,971.0
22.8.05:00,1570.0,1356.5454545454545,981.0
22.8.06:00,1815.0,1556.2727272727273,1032.0
22.8.07:00,1938.0,1634.909090909091,1041.0
22.8.08:00,1965.0,1659.090909090909,1087.0
22.8.09:00,2011.0,1704.6363636363637,1118.0
22.8.10:00,2023.0,1715.0,1141.0
22.8.11:00,1970.0,1688.909090909091,1137.0
22.8.12:00,2000.0,1695.7272727272727,1136.0
22.8.13:00,1990.0,1668.7272727272727,1140.0
22.8.14:00,1943.0,1634.0,1133.0
22.8.15:00,1789.0,1523.909090909091,1121.0
22.8.16:00,1692.0,1457.1818181818182,1111.0
22.8.17:00,1609.0,1394.090909090909,1072.0
22.8.18:00,1555.0,1352.2727272727273,1059.0
22.8.19:00,1516.0,1327.3636363636363,1052.0
22.8.20:00,1485.0,1295.4545454545455,1049.0
22.8.21:00,1415.0,1241.909090909091,1008.0
22.8.22:00,1351.0,1179.6363636363637,962.0
22.8.23:00,1298.0,1149.0,932.0
22.9.00:00,1279.0,1113.7272727272727,938.0
22.9.01:00,1272.0,1105.4545454545455,938.0
22.9.02:00,1264.0,1099.2727272727273,902.0
22.9.03:00,1294.0,1124.3636363636363,938.0
22.9.04:00,1410.0,1199.0,963.0
22.9.05:00,1653.0,1370.0,979.0
22.9.06:00,1893.0,1526.8181818181818,1009.0
22.9.07:00,1966.0,1599.5454545454545,1045.0
22.9.08:00,2000.0,1614.2727272727273,1065.0
22.9.09:00,2034.0,1649.4545454545455,1103.0
22.9.10:00,2015.0,1638.8181818181818,1097.0
22.9.11:00,2007.0,1618.1818181818182,1077.0
22.9.12:00,2018.0,1620.090909090909,1107.0
22.9.13:00,1990.0,1595.2727272727273,1129.0
22.9.14:00,1953.0,1562.7272727272727,1118.0
22.9.15:00,1791.0,1475.5454545454545,1083.0
22.9.16:00,1693.0,1418.8181818181818,1096.0
22.9.17:00,1621.0,1372.090909090909,1083.0
22.9.18:00,1619.0,1373.3636363636363,1116.0
22.9.19:00,1589.0,1341.2727272727273,1123.0
22.9.20:00,1527.0,1286.2727272727273,1102.0
22.9.21:00,1458.0,1229.0,1062.0
22.9.22:00,1385.0,1173.5454545454545,1041.0
22.9.23:00,1328.0,1142.2727272727273,1030.0
23.1.00:00,1519.0,1323.1818181818182,1164.0
23.1.01:00,1492.0,1306.7272727272727,1151.0
23.1.02:00,1465.0,1298.1818181818182,1140.0
23.1.03:00,1491.0,1306.8181818181818,1140.0
23.1.04:00,1526.0,1335.5454545454545,1178.0
23.1.05:00,1660.0,1428.2727272727273,1203.0
23.1.06:00,1910.0,1638.7272727272727,1287.0
23.1.07:00,2204.0,1854.0,1347.0
23.1.08:00,2284.0,1914.1818181818182,1363.0
23.1.09:00,2293.0,1925.909090909091,1386.0
23.1.10:00,2352.0,1957.909090909091,1419.0
23.1.11:00,2325.0,1949.909090909091,1410.0
23.1.12:00,2307.0,1918.1818181818182,1403.0
23.1.13:00,2325.0,1915.6363636363637,1388.0
23.1.14:00,2295.0,1889.090909090909,1358.0
23.1.15:00,2252.0,1859.5454545454545,1351.0
23.1.16:00,2155.0,1786.090909090909,1348.0
23.1.17:00,2075.0,1733.7272727272727,1357.0
23.1.18:00,1977.0,1664.090909090909,1357.0
23.1.19:00,1908.0,1617.2727272727273,1316.0
23.1.20:00,1799.0,1560.5454545454545,1290.0
23.1.21:00,1711.0,1497.1818181818182,1248.0
23.1.22:00,1659.0,1439.909090909091,1221.0
23.1.23:00,1574.0,1382.8181818181818,1164.0
23.10.00:00,1254.0,1164.7272727272727,1071.0
23.10.01:00,1240.0,1158.0,1058.0
23.10.02:00,1246.0,1162.3636363636363,1061.0
23.10.03:00,1286.0,1181.8181818181818,1067.0
23.10.04:00,1392.0,1263.8181818181818,1099.0
23.10.05:00,1670.0,1455.0,1163.0
23.10.06:00,1940.0,1661.7272727272727,1217.0
23.10.07:00,2034.0,1722.5454545454545,1240.0
23.10.08:00,2010.0,1731.3636363636363,1262.0
23.10.09:00,2067.0,1756.4545454545455,1252.0
23.10.10:00,2050.0,1745.2727272727273,1249.0
23.10.11:00,2008.0,1711.5454545454545,1219.0
23.10.12:00,2025.0,1705.8181818181818,1204.0
23.10.13:00,1988.0,1670.1818181818182,1207.0
23.10.14:00,1958.0,1637.1818181818182,1202.0
23.10.15:00,1793.0,1543.7272727272727,1200.0
23.10.16:00,1726.0,1499.090909090909,1231.0
23.10.17:00,1683.0,1481.3636363636363,1267.0
23.10.18:00,1638.0,1443.4545454545455,1248.0
23.10.19:00,1574.0,1385.7272727272727,1223.0
23.10.20:00,1505.0,1327.3636363636363,1143.0
23.10.21:00,1405.0,1266.909090909091,1090.0
23.10.22:00,1333.0,1223.909090909091,1073.0
23.10.23:00,1296.0,1190.1818181818182,1038.0
23.11.00:00,1370.0,1250.8181818181818,1039.0
23.11.01:00,1328.0,1232.4545454545455,1029.0
23.11.02:00,1319.0,1221.6363636363637,1033.0
23.11.03:00,1328.0,1226.3636363636363,1016.0
23.11.04:00,1368.0,1248.6363636363637,1028.0
23.11.05:00,1480.0,1332.5454545454545,1054.0
23.11.06:00,1759.0,1533.6363636363637,1128.0
23.11.07:00,2004.0,1739.3636363636363,1186.0
23.11.08:00,2054.0,1799.8181818181818,1198.0
23.11.09:00,2100.0,1806.6363636363637,1233.0
23.11.10:00,2136.0,1825.2727272727273,1261.0
23.11.11:00,2128.0,1823.0,1280.0
23.11.12:00,2129.0,1794.1818181818182,1262.0
23.11.13:00,2102.0,1783.1818181818182,1252.0
23.11.14:00,2080.0,1761.3636363636363,1231.0
23.11.15:00,2037.0,1737.5454545454545,1235.0
23.11.16:00,1888.0,1666.0,1249.0
23.11.17:00,1854.0,1598.8181818181818,1221.0
23.11.18:00,1757.0,1536.909090909091,1228.0
23.11.19:00,1723.0,1491.7272727272727,1193.0
23.11.20:00,1652.0,1440.0,1190.0
23.11.21:00,1580.0,1379.2727272727273,1148.0
23.11.22:00,1505.0,1323.090909090909,1097.0
23.11.23:00,1430.0,1269.909090909091,1083.0
23.12.00:00,1346.0,1150.909090909091,1060.0
23.12.01:00,1314.0,1128.4545454545455,1042.0
23.12.02:00,1294.0,1117.7272727272727,1025.0
23.12.03:00,1316.0,1119.2727272727273,1009.0
23.12.04:00,1336.0,1130.0,1036.0
23.12.05:00,1406.0,1190.0,1082.0
23.12.06:00,1575.0,1323.8181818181818,1127.0
23.12.07:00,1739.0,1460.6363636363637,1172.0
23.12.08:00,1806.0,1508.7272727272727,1218.0
23.12.09:00,1804.0,1501.8181818181818,1232.0
23.12.10:00,1807.0,1511.8181818181818,1236.0
23.12.11:00,1771.0,1497.090909090909,1226.0
23.12.12:00,1724.0,1461.4545454545455,1221.0
23.12.13:00,1698.0,1435.5454545454545,1219.0
23.12.14:00,1664.0,1405.6363636363637,1198.0
23.12.15:00,1648.0,1393.1818181818182,1199.0
23.12.16:00,1613.0,1369.090909090909,1215.0
23.12.17:00,1559.0,1325.2727272727273,1188.0
23.12.18:00,1495.0,1271.909090909091,1151.0
23.12.19:00,1432.0,1231.909090909091,1118.0
23.12.20:00,1373.0,1182.090909090909,1070.0
23.12.21:00,1316.0,1128.2727272727273,1033.0
23.12.22:00,1267.0,1093.5454545454545,996.0
23.12.23:00,1224.0,1054.6363636363637,963.0
23.2.00:00,1569.0,1305.1818181818182,1088.0
23.2.01:00,1551.0,1288.2727272727273,1091.0
23.2.02:00,1546.0,1279.090909090909,1079.0
23.2.03:00,1547.0,1280.4545454545455,1072.0
23.2.04:00,1594.0,1307.090909090909,1091.0
23.2.05:00,1712.0,1383.090909090909,1087.0
23.2.06:00,1959.0,1567.1818181818182,1137.0
23.2.07:00,2187.0,1727.6363636363637,1168.0
23.2.08:00,2274.0,1785.7272727272727,1190.0
23.2.09:00,2248.0,1797.7272727272727,1251.0
23.2.10:00,2284.0,1825.0,1266.0
23.2.11:00,2284.0,1822.6363636363637,1281.0
23.2.12:00,2237.0,1785.2727272727273,1256.0
23.2.13:00,2267.0,1786.0,1236.0
23.2.14:00,2200.0,1760.5454545454545,1207.0
23.2.15:00,2197.0,1742.8181818181818,1193.0
23.2.16:00,2060.0,1661.090909090909,1188.0
23.2.17:00,1985.0,1636.909090909091,1219.0
23.2.18:00,1955.0,1600.0,1219.0
23.2.19:00,1907.0,1563.909090909091,1194.0
23.2.20:00,1844.0,1512.090909090909,1161.0
23.2.21:00,1773.0,1446.1818181818182,1127.0
23.2.22:00,1700.0,1390.090909090909,1087.0
23.2.23:00,1612.0,1340.2727272727273,1063.0
23.3.00:00,1456.0,1275.7272727272727,1071.0
23.3.01:00,1411.0,1260.090909090909,1045.0
23.3.02:00,1432.0,1253.4545454545455,1025.0
23.3.03:00,1430.0,1262.1818181818182,1024.0
23.3.04:00,1439.0,1287.3636363636363,1038.0
23.3.05:00,1590.0,1378.8181818181818,1065.0
23.3.06:00,1825.0,1547.3636363636363,1080.0
23.3.07:00,2104.0,1730.090909090909,1123.0
23.3.08:00,2226.0,1802.8181818181818,1167.0
23.3.09:00,2180.0,1804.6363636363637,1201.0
23.3.10:00,2217.0,1829.3636363636363,1224.0
23.3.11:00,2179.0,1817.5454545454545,1244.0
23.3.12:00,2103.0,1777.7272727272727,1266.0
23.3.13:00,2071.0,1772.0,1241.0
23.3.14:00,2037.0,1742.090909090909,1214.0
23.3.15:00,2018.0,1697.0,1187.0
23.3.16:00,1868.0,1596.5454545454545,1176.0
23.3.17:00,1790.0,1547.5454545454545,1165.0
23.3.18:00,1748.0,1517.4545454545455,1171.0
23.3.19:00,1720.0,1509.1818181818182,1168.0
23.3.20:00,1678.0,1468.0,1149.0
23.3.21:00,1611.0,1406.090909090909,1121.0
23.3.22:00,1527.0,1348.3636363636363,1103.0
23.3.23:00,1445.0,1302.6363636363637,1086.0
23.4.00:00,1263.0,1140.7272727272727,997.0
23.4.01:00,1249.0,1137.909090909091,1018.0
23.4.02:00,1254.0,1145.7272727272727,1013.0
23.4.03:00,1282.0,1171.4545454545455,1022.0
23.4.04:00,1373.0,1237.5454545454545,1026.0
23.4.05:00,1619.0,1402.5454545454545,1046.0
23.4.06:00,1882.0,1584.8181818181818,1077.0
23.4.07:00,2004.0,1658.3636363636363,1108.0
23.4.08:00,1999.0,1663.4545454545455,1147.0
23.4.09:00,2054.0,1691.6363636363637,1168.0
23.4.10:00,2048.0,1687.090909090909,1171.0
23.4.11:00,1972.0,1650.3636363636363,1166.0
23.4.12:00,1993.0,1657.3636363636363,1152.0
23.4.13:00,1951.0,1623.7272727272727,1136.0
23.4.14:00,1893.0,1581.1818181818182,1120.0
23.4.15:00,1741.0,1473.2727272727273,1097.0
23.4.16:00,1661.0,1413.0,1077.0
23.4.17:00,1594.0,1362.4545454545455,1054.0
23.4.18:00,1555.0,1329.6363636363637,1037.0
23.4.19:00,1528.0,1311.090909090909,1045.0
23.4.20:00,1505.0,1295.1818181818182,1059.0
23.4.21:00,1427.0,1241.2727272727273,1049.0
23.4.22:00,1349.0,1197.1818181818182,1040.0
23.4.23:00,1329.0,1167.090909090909,1027.0
23.5.00:00,1217.0,1097.3636363636363,883.0
23.5.01:00,1204.0,1092.2727272727273,884.0
23.5.02:00,1200.0,1090.2727272727273,885.0
23.5.03:00,1220.0,1095.5454545454545,876.0
23.5.04:00,1301.0,1152.5454545454545,892.0
23.5.05:00,1533.0,1329.090909090909,923.0
23.5.06:00,1781.0,1523.6363636363637,962.0
23.5.07:00,1922.0,1615.0,999.0
23.5.08:00,1938.0,1629.909090909091,1029.0
23.5.09:00,1972.0,1664.2727272727273,1047.0
23.5.10:00,1968.0,1665.6363636363637,1053.0
23.5.11:00,1950.0,1638.090909090909,1048.0
23.5.12:00,1958.0,1645.8181818181818,1043.0
23.5.13:00,1933.0,1615.3636363636363,1025.0
23.5.14:00,1887.0,1581.6363636363637,1015.0
23.5.15:00,1741.0,1482.8181818181818,991.0
23.5.16:00,1657.0,1405.6363636363637,956.0
23.5.17:00,1593.0,1352.0,933.0
23.5.18:00,1537.0,1314.4545454545455,920.0
23.5.19:00,1491.0,1277.1818181818182,904.0
23.5.20:00,1466.0,1243.3636363636363,886.0
23.5.21:00,1417.0,1216.3636363636363,896.0
23.5.22:00,1350.0,1165.1818181818182,889.0
23.5.23:00,1309.0,1128.8181818181818,859.0
23.6.00:00,1291.0,1037.7272727272727,838.0
23.6.01:00,1278.0,1023.0,830.0
23.6.02:00,1283.0,1024.0,833.0
23.6.03:00,1289.0,1022.8181818181819,843.0
23.6.04:00,1357.0,1062.8181818181818,823.0
23.6.05:00,1582.0,1204.909090909091,888.0
23.6.06:00,1798.0,1347.4545454545455,918.0
23.6.07:00,1898.0,1415.5454545454545,959.0
23.6.08:00,1912.0,1439.7272727272727,1010.0
23.6.09:00,1932.0,1472.8181818181818,1053.0
23.6.10:00,1904.0,1480.4545454545455,1068.0
23.6.11:00,1853.0,1463.090909090909,1049.0
23.6.12:00,1877.0,1466.909090909091,1042.0
23.6.13:00,1858.0,1438.090909090909,1020.0
23.6.14:00,1829.0,1416.0,989.0
23.6.15:00,1704.0,1341.3636363636363,954.0
23.6.16:00,1608.0,1291.090909090909,927.0
23.6.17:00,1511.0,1240.4545454545455,896.0
23.6.18:00,1469.0,1203.4545454545455,881.0
23.6.19:00,1430.0,1167.1818181818182,861.0
23.6.20:00,1376.0,1130.3636363636363,849.0
23.6.21:00,1329.0,1119.909090909091,853.0
23.6.22:00,1279.0,1082.8181818181818,834.0
23.6.23:00,1232.0,1049.4545454545455,814.0
23.7.00:00,985.0,915.8181818181819,840.0
23.7.01:00,976.0,902.5454545454545,829.0
